"title","company","location","salary","workType","description","link","source"
"Analyst II, BI - Report Developer","Concentra","Dallas-Fort Worth Metroplex","$102,000.00/yr - $125,000.00/yr","N/A","Concentra is recognized as the nation’s leading occupational health care company.With more than 40 years of experience, Concentra is dedicated to our mission to improve the health of America’s workforce, one patient at a time. With a wide range of services and proactive approaches to care, Concentra colleagues provide exceptional service to employers and exceptional care to their employees.The BI Analyst II – Report Developer plays a critical role in analyzing and delivering solutions to complex business and technical challenges, with a strong emphasis on enhancing operational effectiveness and driving excellence across the organization. This role partners closely with business stakeholders to understand reporting and analytics needs, translating them into high-quality, scalable industry standard dashboards and reporting solutions.The position is responsible for designing, developing, and enhancing reports and dashboards in alignment with defined project plans, technical specifications, and Concentra’s technology standards. A strong commitment to data accuracy, usability, and performance is essential. The BI Analyst II also serves as a trusted partner to internal customers, consistently delivering high-quality analytics solutions while maintaining a customer-focused approach.Collaborate with clients and stakeholders to understand business requirements and translate the requirements into IT solutionsDesign, develop and maintain complex reports and dashboards using Power BI and MicroStrategyDesign and develop data models, data visualizations using complex DAX calculations to create interactive Power BI dashboards and SSRS reportsManage the development life cycle meetings with Stakeholders, understanding the problem statement, creating mockups, developing dashboards, validating results and provide demos to user groups.Clearly communicate analysis and complex concepts to non-technical audiences orally and verballyCollaborate with Data architects, Data Engineers and other team members in data analysis to build effective solutionsWork with the team, subject matter experts and peers to ensure that the final solution meets the highest quality standardsDevelop reports upon request, utilizing various report-writing tools in multiple applicationsEnsure management awareness of problems that are severe in nature or that are exceeding documented targetsReview outstanding issues on a daily basis to assure that troubleshooting and resolutions are currentPerform data analysis activities and come up with low-level design strategiesContribute to the database design collaborating with Data Analysts and Data ModelersProvide support for all phases of testing such as integration and user acceptanceGenerate appropriate unit test plans and assure quality of workProduce technical design documentationFollow enterprise standards and guidelines during all phases of development lifecycleProactively identify issues and opportunities that will have an impact on the business use of reportsGather and translate business requirements into technical specificationsLead full lifecycle BI development projectsImplement web-based ad-hoc reportingPerform testing including Unit, Integration, Performance and Regression testingParticipate in troubleshooting of issues post-production or as part of operational supportEducation Level: Bachelor’s Degree Major: Computer Science/Computer Engineering6+ years of software development experience to includes: large scale multi-site IS operations experience:5 years of experience with MS SQL Server including experience with SSIS, SSAS stored procedure and performance tuning5+ Years’ practical work experience with Power BI & DAX / M / Power Query3 years creating tabular and multi-dimensional data models3 years developing MicroStrategy dashboards2 years of application development and implementation experience4 years of relational database experience2 years of technical documentation and publication3+ years working with Data Warehouses4 years SQL development and performance tuningExperience in defining business requirements - prototyping, designing, and requirement analysisComfortable reaching out to domain experts to seek the knowledge you needSelf-starter with ability to work in a fast-paced collaborative environmentKnowledge of Azure, AWS, Microsoft Fabric and DevOps is a plusConcentra Core Competencies of Service Mentality, Attention to Detail, Sense of Urgency, Initiative and FlexibilityAbility to make decisions or solve problems by using logic to identify key facts, explore alternatives, and propose quality solutionsOutstanding customer service skills as well as the ability to deal with people in a manner which shows tact and professionalismThe ability to properly handle sensitive and confidential information (including HIPAA and PHI) in accordance with federal and state laws and company policiesAbility to make decisions or solve problems by using logic to identify key facts, explore alternatives, and propose quality solutionOutstanding customer service skills as well as the ability to deal with people in a manner which shows tact and professionalismThe ability to properly handle sensitive and confidential information (including HIPAA and PHI) in accordance with federal and state laws and company policiesSuperior teamwork skillsStrong interpersonal and communication skills; the ability to read, write, and speak in a professional mannerExcellent analytical and problem-solving skillsPossess a personal sense of urgencyAbility to effectively multi-task and adapt to changing business prioritiesKeen time management and organizational skillsExcellent attention to detail","https://www.linkedin.com/jobs/view/analyst-ii-bi-report-developer-at-concentra-4389575559?position=1&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=Os8P5%2F8VdjBtKbVit5ZQbg%3D%3D","LinkedIn"
"Business Intelligence Analyst","Robert Half","Irving, TX","$60.00/hr - $64.00/hr","N/A","Pay: $60-$64/HR W2Duration: 1-Year Contract-to-HireLocation: Irving, TX 75019 (3-Days/Week On-Site)TOP SKILLS:This position will be a part of the Global Strategic Insights team which provides analytical support to stakeholders within Product ManagementSoft skills:Ability to tell story with dataPower BI, SQL, Excel, SnowflakeMBA or graduate degree is nice.JOB DESCRIPTION:Basic Purpose and Scope:This position will be a part of the Global Strategic Insights team which provides analytical support to stakeholders within Product ManagementThe role will consist of supporting the department by analyzing and interpreting user, product, and market data to streamline the lifecycle of products and projects, starting from inception to after implementation support.The successful candidate will build and maintain strong relationships with business partners, while supporting the company’s analytic capabilities and ensuring delivery of high-quality analytic solutions. The position will work with key stakeholders to deliver timely, well-organized, and in-scope projects to further increase top and bottom-line efficiencies as well as implement new business strategies as they arise.This position requires an experienced analyst with deep, hands-on experience in statistical analysis, market analysis, predictive modeling, and customer analytics. It also requires excellent communication and critical thinking skills as well as technical prowess to convey data driven ideas.Principal Activities:Working with key business partners to understand business priorities, identify strategic initiatives, and develop effective and timely analytic solutions.Utilizing user, product, and market data to perform statistical analysis required to support a wide variety of business initiatives, such as customer segmentation, competitor analysis, and behavioral models.Providing valuable input into business intelligence roadmaps and development plansDeveloping, Leveraging, and Maintaining models to support product pricing, market opportunities, and margin improvement.Collaborating with cross-functional stakeholders in decision-making and helping architect new strategies by providing actionable, data-driven insightsIdentifying key insights with supporting data for existing initiativesIdentifying opportunities for improving business processes through information systems and/or non-system driven changes; assists in preparation of proposals to develop new systems and/or operational changes.Defines and documents business functions and processes.Required Skills:Strong technical skills are a must; this position will require a mastery of data manipulation and excellent visualization skills.Mastery of Excel and Data Warehouse/Visualization Tools (Power BI / Tableau)Demonstrated ability to communicate findings and actionable recommendations effectively with all levels of an organization, both technical and non-technical team members.Proven leadership of business intelligence and analytic initiatives in fast paced multiple project environment.Technical expertise regarding data models, database design development, data mining, categorization, and segmentation techniquesKnowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.)BS in Mathematics, Economics, Computer Science, Information Management, Engineering or Statistics.Candidates will be subjected to a technical skills test during the interview process.Experience related to the following areas of focus is a plus:Product Service & QualityMarket SegmentationFinancial Modeling & PricingSupply Chain / Logistics / Warehouse Operations","https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-robert-half-4389805713?position=2&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=0qyMMgGLkWpG9hY7c4tU%2Fg%3D%3D","LinkedIn"
"Business Intelligence Analyst I or II","City of Plano","Plano, TX","N/A","N/A","Job Description Job DescriptionPrevious JobJob TitleBusiness Intelligence Analyst I or IINext JobApply for JobJob ID226149LocationTechnology ServicesFull/Part TimeFull-TimeRegular/TemporaryRegularAdditional InformationAdd to Favorite JobsEmail this Job to a FriendSERVEAt the City of Plano, our values make us who we are and guide us as we SERVE our city. As members ofTeam Plano, our organizational Values (what is most important to us) make up the acronym,SERVE (StewardshipEngagedRespectfulVisionaryExcellence).Job DetailsThe City of Plano is seeking a skilled and motivated Business Intelligence Analyst to help turn data into actionable insights that strengthen city operations, transparency, and community services. If you’re looking for meaningful work, opportunities to grow your career, and a chance to make a real difference in local government, we want to hear from you!Do you enjoy solving complex problems, working with Tableau to create impactful dashboards, and collaborating with a high-performing team that values public service? Are you ready to bring your analytics expertise to a place where your work directly benefits the community? If so, this is your opportunity to become an essential part of our enterprise analytics program.As a Business Intelligence Analyst, you’ll play a central role in supporting city departments by designing, developing, and maintaining interactive dashboards and reports that inform data-driven decision-making. You’ll collaborate with stakeholders across the organization and manage the City’s enterprise reporting and analytics environment, including Tableau Desktop and Server, and integration with other enterprise systems. In this role, you’ll help maintain the reliability, performance, and usability of our BI infrastructure while enhancing the City’s ability to provide transparent, data-informed services to the public.Key ResponsibilitiesDesign, develop, and maintain Tableau dashboards and reports for city departments, elected officials, and public-facing initiatives.Collaborate with business units to gather requirements and translate them into meaningful analytics solutions.Maintain and optimize data models and SQL queries to ensure accurate, consistent, and reliable reporting.Administer and support Tableau Server, including user accounts, permissions, and content management.Integrate and validate data from multiple systems while ensuring data quality, integrity, and security.Provide guidance and training to staff on Tableau best practices, data visualization principles, and data literacy.Translate complex technical concepts and data insights into clear, actionable information for non-technical audiences, helping leadership and staff make informed decisions.Support initiatives for transparency and public reporting, such as open data dashboards and performance metrics.Ensure alignment with the City’s data governance, security, and enterprise standards.Minimum QualificationsEducation or formal training in Business Intelligence, Data Analytics, Information Systems, or a related field.Strong hands-on experience with Tableau Desktop and Tableau Server administration.Solid understanding of SQL, relational databases, and data modeling.Knowledge of data analysis, reporting concepts, and visualization best practices.Excellent communication skills, with the ability to clearly explain complex technical concepts to non-technical audiences.Strong problem-solving, collaboration, and interpersonal skills, with a passion for using data to support public service outcomes.If you’re ready to leverage your Business Intelligence skills to make a tangible impact on city operations and the community, apply today and join Team Plano!For the complete job description for a Business Intelligence Analyst I, please click here.For the complete job description for a Business Intelligence Analyst II, please click here.Depending on qualifications, this position hiring range is $85,421 - $104,640.As a valued Team Plano member, you will receive numerous benefits:Comprehensive medical, dental, and vision plansMembership in the Texas Municipal Retirement System (TMRS), in which the City matches contributions 2:1 upon retirementEnrollment in the Retirement Security Plan (RSP) which is fully funded by the CityUp to three weeks of paid vacationUp to three weeks of paid sick leave per yearNine paid holidaysTuition AssistanceFree Library CardFree recreation center membershipAnd so much more! Learn about our benefits here.Every person matters. Every job has purpose. Together we make a difference. Join Team Plano!Equal Employment OpportunityEqual Opportunity Employer - EOE/M/F/V/DOpen positions are subject to close without notice.Apply for JobCareersSign InNew User","https://www.linkedin.com/jobs/view/business-intelligence-analyst-i-or-ii-at-city-of-plano-4388887215?position=3&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=WVgriuMXYCLKkoOYv%2F1y0w%3D%3D","LinkedIn"
"Sr BI Analyst","IDR, Inc.","Richardson, TX","N/A","N/A","IDR is seeking aSenior BI Analystto join one of our top clients in Dallas, TX as a long term opportunity. If you are looking for an opportunity to join an organization who has invested in bleeding edge technology - Apply today!Position Overview/Responsibilities for the Senior Business Intelligence Analyst:The Sr. BI Analyst will join the Data Analytics & Reporting division. They will be responsible for gathering business requirements from stakeholders to effectively create and deliver Power BI reports and data visualizations for the business to consume.Required Skills for the Sr. BI Analyst:4+ years' experience within BI/data analytics, gathering requirements and delivering reports and data visualizations4+ years' experience in Power BI & SQLHands on experience with Microsoft FabricMust have strong experience and ability to effectively gather business requirements from stakeholders to effectively deliver reportingWhat’s in it for you?Competitive compensation packageFull Benefits; Medical, Vision, Dental, and more!401k Match","https://www.linkedin.com/jobs/view/sr-bi-analyst-at-idr-inc-4400586650?position=4&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=vRHYvxtoxioU12rmVpavHg%3D%3D","LinkedIn"
"Sr BI Analyst","IDR, Inc.","Richardson, TX","N/A","N/A","IDR is seeking aSenior BI Analystto join one of our top clients in Dallas, TX as a permanent employee. If you are looking for an opportunity to join an organization who has invested in bleeding edge technology - Apply today!Position Overview/Responsibilities for the Senior Business Intelligence Analyst:The Sr. BI Analyst will join the Data Analytics & Reporting division. They will be responsible for gathering business requirements from stakeholders to effectively create and deliver Power BI reports and data visualizations for the business to consume.Required Skills for the Sr. BI Analyst:4+ years' experience within BI/data analytics, gathering requirements and delivering reports and data visualizations4+ years' experience in Power BI & SQLHands on experience with Microsoft FabricMust have strong experience and ability to effectively gather business requirements from stakeholders to effectively deliver reportingWhat’s in it for you?Competitive compensation packageFull Benefits; Medical, Vision, Dental, and more!401k Match","https://www.linkedin.com/jobs/view/sr-bi-analyst-at-idr-inc-4400259231?position=5&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=CinoYkGqdoAsnDj5PaDp%2FA%3D%3D","LinkedIn"
"Business Intelligence Analyst - Internship","Hankey Group","Dallas, TX","N/A","N/A","COVERED CARE | INTERNCovered Care is a buy now, pay later financing solution for growing healthcare practicesLooking for an intern to participate in a summer rotational program, providing the opportunity to interact with all facets of the business, including data analysis and credit underwriting, finance, and business development.Resume and Cover Letter required for consideration*Job ResponsibilitiesAnalyze early delinquent accounts to help improve credit underwritingBuild risk analytics dashboards to evaluate the performance of the programPerform competitive research on the business landscape to further business development effortsIdentify cost efficiencies to improve profitability of the businessInteract with our healthcare practice partners to understand how we can improve our product offeringQualification/SkillsStrong analytical and problem-solving skillsProficiency in Microsoft Excel, SQL, and VBA are preferredExcellent communication skills both oral and written are requiredEducation/ExperienceRising undergraduate juniors or seniors. Please submit resume and cover letter to be considered.Majoring in accounting, finance, data analytics, or businessWhat's our Pay rate?$18.00 per hourThe exact starting compensation to be offered will be determined at the time of selecting an applicant for hire and will be dependent on a wide range of factors, including but not limited to geographic location, skill set, experience, education, credentials, and licensure when applicable.About UsCovered Care is a buy now, pay later financing solution for growing healthcare practicesLooking for an intern to participate in a summer rotational program, providing the opportunity to interact with all facets of the business, including data analysis and credit underwriting, finance, and business development","https://www.linkedin.com/jobs/view/business-intelligence-analyst-internship-at-hankey-group-4388735905?position=6&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=HwG5Bc2LAsPBHv7Gb%2BC4LA%3D%3D","LinkedIn"
"Senior Business Intelligence Analyst","Proven Recruiting","Dallas, TX","N/A","N/A","Senior Business Intelligence Analyst – Dallas– $120,000 - $130,000Are you looking for a high-impact analytics role where you can blend data engineering, BI development, and business partnership? Join an established, nationwide healthcare services organization as they expand their Business Intelligence function. Enjoy autonomy, collaborative leadership, and the chance to directly shape enterprise reporting across a rapidly growing environment.Who you are:Bachelor’s degree in Business, Finance, Computer Science, or a similar field.4+ years of enterprise business analytics and reporting experience.Skilled with SQL and Tableau; Power BI knowledge, or willingness to learn required.Ability to interpret business needs, effectively communicate insights, and partner effectively with stakeholders.Must be a U.S. Citizen or Permanent Resident.What you’ll do:Develop, enhance, and automate dashboards and reports—primarily in Tableau.Translate business requirements into actionable analytics solutions and visualization prototypes.Support multiple business units through data exploration, dashboard builds, and ad? hoc analysis.Partner closely with BI leadership to convert legacy reports, improve data pipelines, and elevate reporting quality across the organization.Why work here:Mostly remote; standard hours 8am–5pm CT with travel to the Dallas area required once every few months.Collaborative leadership known for trust, empowerment, and internal promotion.Medical, dental, vision, 401(k) with company match, PTO, holidays, tuition reimbursement, and advancement opportunities.Join a mission-driven organization impacting thousands of patients daily.What does this position pay?Compensation is determined by several factors, which may include skillset, experience level, and education.The expected range for this role is$120,000 to $130,000 per year. Please note this range is an estimate and actual pay may vary based on qualifications and experience.What’s next?Please email your resume to HHenderson@provenrecruiting.com if you’re excited to explore this opportunity.We actively support and promote people of various backgrounds, from race, religion, and gender to geographic area, university, lifestyle, and personality type. Proven Recruiting is minority-owned, majority women, and is a strong advocate for diversity and inclusion in the broader community. Apply today!","https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-proven-recruiting-4385788503?position=7&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=ELRGdM%2BoMMmAO8%2FNgg6JoQ%3D%3D","LinkedIn"
"Business Intelligence Analyst - Analytics Engineer Hybrid (USA Remote)","Turnitin","Dallas, TX","N/A","N/A","Company DescriptionWhen you join Turnitin, you'll be welcomed into a company that is a recognized innovator in global education. For over 25 years, Turnitin has partnered with educators and institutions to develop learning integrity solutions that recognize the enduring value of critical thinking in a rapidly changing world. Over 16,000 academic institutions, publishers, and corporations use our services in more than 185 countries around the world: Turnitin Feedback Studio, Clarity, Originality, Gradescope, ExamSoft, Similarity, and iThenticate. Protecting the value of an authentic education is at the heart of who we are.Experience a remote-first culture that empowers you to work with purpose and accountability in a way that best suits you, supported by a comprehensive package that prioritizes your overall well-being. Our diverse community of colleagues are all unified by a shared desire to make a difference in education.Turnitin is a global organization with team members in over 35 countries including the United States, Mexico, United Kingdom, Australia, Japan, India, and the Philippines.Job DescriptionThe purpose of this role is to bridge the gap between complex data infrastructure and actionable business strategy. You will provide day-to-day support to Revenue Operations (RevOps), including Sales, Marketing, and Customer Experience leaders.We are currently in an exciting transition, migrating our data workflows from Alteryx to dbt. As a BI Analyst, you will sit at the intersection of data engineering and business analysis. You aren't just a ""dashboard builder""; you are an Analytics Engineer who builds robust data models in Redshift, orchestrates workflows via Dagster/Airflow, and works directly with stakeholders to translate technical outputs into business impact.Crucially, you will help us move beyond standard reporting. We are looking for someone genuinely excited about the frontier of AI and LLM capabilities, helping us integrate predictive analytics and machine learning (via Amazon SageMaker) into the RevOps ecosystem.Key Responsibilities and OutputsData Modeling & Migration: Lead the migration of legacy workflows from Alteryx to dbt, ensuring high-quality, documented, and tested data models that serve as a single source of truth.Orchestration & Pipelines: Manage and monitor data pipelines using Dagster or Airflow to ensure reliability and performance within our Redshift warehouse.Stakeholder Collaboration & Translation: Act as the primary liaison between technical data structures and non-technical leaders. You will translate complex ""data speak"" into clear insights that highlight ROI and business impact.AI & Advanced Analytics: Actively explore and implement AI/LLM capabilities to enhance data discovery and predictive modeling. Collaborate with Product/Engineering to apply Machine Learning (SageMaker) to areas like churn prediction and lead scoring.RevOps Strategy: Support high-impact initiatives such as Account Based Marketing (ABM) and Customer Health scoring by providing visibility into globally symbols KPIs via Tableau.Proven Characteristics for SuccessThe ""Technical Translator"": You can explain a join or a latent variable to a Sales Director in a way that makes sense for their quota.Impact-Focused: You don't just deliver data; you deliver the ""so what?""AI Enthusiast: You stay up to date with the latest in LLMs and are constantly thinking about how to apply generative AI to analytics workflows.Curiosity & Ownership: You lead with questions and take pride in the ""cleanliness"" and architecture of your code.QualificationsEssentialExperience: 2–3+ years of professional experience in Business Intelligence, Analytics Engineering, or a related data role.dbt Expertise: Proven experience building and maintaining production-grade data models using dbt.Orchestration Tools: Hands-on experience with Dagster or Airflow.SQL & Data Warehousing: Advanced SQL skills and experience with Amazon Redshift (or Snowflake/BigQuery).BI Visualization: Experience building stakeholder-facing dashboards in Tableau.CRM Knowledge: Familiarity with Salesforce data structures.PreferredAlteryx: Experience with Alteryx (highly beneficial for supporting our migration to dbt).AI/ML: Experience with Python and a strong interest (or portfolio) in LLM applications and Machine Learning (Amazon SageMaker).Advanced Tableau: Building advanced dashboards and experience with Tableau Online/Server.Data Modeling: Salesforce-specific data modeling experience.Big Data: Experience dealing with large (+1M rows) customer engagement datasets.Additional InformationTheexpected annual base salary rangefor this position is:$84,225/yearto$140,375/year. This position is bonus eligible / commission-based.Actual compensation will be provided in writing at the time of offer, if extended, and is determined by work location and a range of other relevant factors, including but not limited to: experience, skills, degrees, licensures, certifications, and other job-related factors. Internal equity, market and organizational factors are also considered.Total Rewards @ TurnitinAt Turnitin, we believe Total Rewards go far beyond pay. While salary, bonus, or commission are important, they’re only part of the value you receive in exchange for your work.Beyond compensation, you’ll experience the intrinsic rewards of unleashing your potential and making a positive impact on global education. You’ll also thrive in a culture free of politics, surrounded by humble, inclusive, and collaborative teammates.In addition, our extrinsic rewards include generous time off and health and wellness programs that provide choice, flexibility, and a safety net for life’s challenges. You’ll also enjoy a remote-first culture that empowers you to work with purpose and accountability in the way that suits you best, all supported by a comprehensive package that prioritizes your overall well-being.Our Missionis to ensure the integrity of global education and meaningfully improve learning outcomes.Our Valuesunderpin everything we do.Customer Centric:Our mission is focused on improving learning outcomes; we do this by putting educators and learners at the center of everything we do.Passion for Learning:We are committed to our own learning and growth internally. And we support education and learning around the globe.Integrity:Integrity is the heartbeat of Turnitin—it is the core of our products, the way we treat each other, and how we work with our customers and vendors.Action & Ownership:We have a bias for action. We act like owners. We are willing to change even when it’s hard.One Team:We strive to break down silos, collaborate effectively, and celebrate each others' successes.Global Mindset:We consider different perspectives and celebrate diversity. We are one team. The work we do has an impact on the world.Global BenefitsRemote First CultureHealth Care CoverageEducation Reimbursement*Competitive Paid Time OffSelf-Care DaysNational Holidays2 Founder Days + Juneteenth ObservedPaid Volunteer Time OffCharitable Contribution MatchMonthly Wellness or Home Office ReimbursementAccess to Employee Assistance Program (mental health platform)Parental LeaveRetirement Plan with match/contributionSeeing Beyond the Job AdAt Turnitin, we recognize it’s unrealistic for candidates to fulfill 100% of the criteria in a job ad.  We encourage you to apply if you meet the majority of the requirements because we know that skills evolve over time. If you’re willing to learn and unleash your potential alongside us, join our team!Turnitin, LLC is an Equal Opportunity Employer- vets/disabled.","https://www.linkedin.com/jobs/view/business-intelligence-analyst-analytics-engineer-hybrid-usa-remote-at-turnitin-4388546253?position=8&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=hko3kczdxBXqeYwLtKlxHQ%3D%3D","LinkedIn"
"Specialist - Business Analysis","LTM","Plano, TX","$81,125.00/yr - $145,300.00/yr","N/A","Role descriptionBusiness Analyst Functional ConsultantDocument use cases and user stories based on business requirementsDemo and walkthrough product featuresDevelops and executes quality assurance through the development and maintenance of test plansAssist in partnering with the business and technical team on solution design with a focus on streamlining workflow and standardizing the event processesAssist with solution providervendors for gap analysis and plan and prioritize to fill vendor gaps to meet functional requirementsAssist in partnering with QA team members to optimize defect logging tracking prioritization and remediationProvide PostProduction support around enhancements bug fixes and new processProvide analytical supportoAnalyzing data for patterns and trendsoVisualizing data to make it easier to understandoPresenting data in such a way that it tells a compelling storyoDevelop and deploy metrics to answer key business questionsCommunicate complex analysis and insights both verbally and in writingSupply Chain knowledge and experience is a plusOther detailsBenefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):Benefits and Perks:Comprehensive Medical Plan Covering Medical, Dental, VisionShort Term and Long-Term Disability Coverage401(k) Plan with Company matchLife InsuranceVacation Time, Sick Leave, Paid HolidaysPaid Paternity and Maternity LeaveThe range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training.Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.Disclaimer: The compensation and benefits information provided herein is accurate as of the date ofthis posting.LTIMindtreeis an equal opportunity employer that is committed to diversity in the workplace. Ouremployment decisions are made without regard to race, color, creed, religion, sex (includingpregnancy, childbirth or related medical conditions), gender identity or expression, national origin,ancestry, age, family-care status, veteran status, marital status, civil union status, domesticpartnership status, military service, handicap or disability or history of handicap or disability, geneticinformation, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientationor preference, or any other characteristic protected by applicable federal, state, or local law, exceptwhere such considerations are bona fide occupational qualifications permitted by law.","https://www.linkedin.com/jobs/view/specialist-business-analysis-at-ltm-4398254189?position=9&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=ncQDYx73WEG%2FIBewnvSZEg%3D%3D","LinkedIn"
"Consultant (BI Developer Skillset)","evolv Consulting","Dallas, TX","N/A","N/A","DescriptionDo you want to support innovative clients at the intersection of cutting-edge technologies and impactful relationships?evolv’s culture of integrity, humility, passion, and drive and have been named ""Best Places to Work"" by Dallas Business Journal in 2021 and 2022, ""Top Workplaces"" by Dallas Morning News in 2023, ranked #368 on Inc. 5000's list of fastest growing private companies in 2023 and ranked #14 on the 2024 Inc. Regionals: Southwest list of fastest growing private companies in America.We are seeking a talented and professional Consultant (BI Developer Skillset) to join our team.ResponsibilitiesLead the design of scalable big data platforms/solutions used to ingest and process accurately scaled traffic data.Build end-to-end solutions that enable business stakeholders, BI engineers, and analysts to self-serve their business intelligence needs.Develop and automate large scale, high-performance, scalable platform (batch and/or streaming) to drive faster analytics.Design large-scale, complex applications and frameworks with excellent run-time characteristics such as low-latency, fault-tolerance, and availability.Build and maintain custom frameworks to support engineering/analytics needs.Partner with analytic consumers and data scientists to build and improve new/existing constructs and solve data engineering problems at scale.Deploy inclusive data quality checks to ensure high quality of data.Evangelize high quality software engineering practices towards building data infrastructure and pipelines at scale.Remain committed to successful delivery to the client on every engagement (success metrics involve deliverables met, client satisfaction, future project recommendations/extensions and collaboration).Prioritize operational excellence by meeting or exceeding all utilization goals.Contribute to evolv’s culture and personal development through collaborating well internally, displaying our core values, participating in internal initiatives (events/groups), and/or obtaining new certifications approved by leader.Help grow evolv by providing team member/client referrals and connecting with our internal network.Other duties as assigned.Requirements3+ years of experience as a BI Developer or in a similar role (data science, business intelligence or business analytics).Experience with SQL, Tableau and etc.Bachelor’s degree or higher in a quantitative/technical field (e.g., Computer Science, Economics, Finance, Mathematics, Statistics, Engineering).Proven track record of independently delivering big data solutions.Ability to manage competing priorities simultaneously and drive projects to completion.Knowledge of continuous integration, testing methodologies, TDD and agile development methodologies.Knowledge of Data formats (Parquet, ORC etc.) and consensus management systems.Exposure to structured or unstructured storage and distributed caching.Experience in open-source technologies is plus.Structured thinking with ability to easily break down ambiguous problems and propose impactful solutions.Attention to detail and effective verbal/written communication skills.We believe in being inclusive of all people regardless of gender, race, religion, sexual orientation, age, or any attribute not relevant to job performance. We know that an inclusive, equitable and diverse company is a more innovative and successful one. We aim to employ the most talented professionals in the world by casting a wide net to find Team Members with shared values. evolv is committed to creating and maintaining a high-performing workplace in which all Team Members have a fair and just opportunity to contribute to the success of the business and are valued for their skills, experience, and authentic perspectives.EOE/M/F/D/V","https://www.linkedin.com/jobs/view/consultant-bi-developer-skillset-at-evolv-consulting-4345202886?position=10&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=o7v5djP0tzFM3JxxJ7UMDQ%3D%3D","LinkedIn"
